id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
8746,Google,Pixel 9,6.81,48818,2022,Android,4736,12,64,48,16,90,164,8.1,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
8747,Samsung,Galaxy S21,5.77,71838,2015,Android,3908,12,256,64,32,60,173,8.3,Plastic,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 5,Type-C,120,Yes
8748,Motorola,Moto Edge 50,6.53,39665,2018,Android,3886,12,64,12,16,90,193,7.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,120,Yes
8749,Samsung,Galaxy S22,6.39,17480,2024,Android,5440,4,256,108,16,90,186,8.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,120,No
8750,OnePlus,OnePlus 11,6.39,22474,2018,Android,4944,6,512,64,32,60,223,8.3,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,67,Yes
8751,Realme,Narzo 60x,6.09,45585,2016,Android,3524,6,256,48,8,90,162,8.2,Plastic,Apple A16,Adreno 740,No,5G,5.0,WiFi 6,Type-C,67,No
8752,OnePlus,OnePlus 10,6.66,42906,2022,Android,3798,4,256,12,8,144,177,8.8,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,120,No
8753,Oppo,Oppo Reno 8,5.87,55340,2024,Android,5210,6,128,64,32,60,229,7.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,18,No
8754,Motorola,Moto Edge 40,6.7,53440,2020,Android,3779,8,128,64,8,90,175,7.1,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,120,Yes
8755,Nokia,Nokia G21,7.14,12574,2024,Android,3548,12,512,64,8,120,238,6.6,Metal,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,33,Yes
8756,Google,Pixel 8,6.65,18185,2015,Android,3651,12,512,108,32,60,191,9.2,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,67,Yes
8757,Realme,Realme GT Neo 3,6.23,53920,2015,Android,4759,12,128,108,16,120,156,8.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,67,Yes
8758,Samsung,Galaxy S21,6.76,106539,2025,Android,5753,8,512,108,16,144,196,9.2,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,120,Yes
8759,Apple,iPhone 15,5.18,130641,2023,iOS,3128,6,64,12,8,144,223,8.3,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 5,Type-C,18,No
8760,Motorola,Moto G73,7.17,28469,2015,Android,4231,6,512,48,8,90,192,7.3,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,18,Yes
8761,Apple,iPhone 14,5.46,123995,2017,iOS,3081,6,64,12,8,60,203,7.8,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,No
8762,Samsung,Galaxy S21,5.93,73470,2022,Android,3597,4,512,64,32,90,180,7.8,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,33,Yes
8763,Vivo,Vivo V25,5.41,25492,2016,Android,4940,4,256,108,16,60,157,8.4,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,120,Yes
8764,Realme,Realme 11 Pro,5.35,47027,2025,Android,3161,4,128,12,8,120,223,9.3,Metal,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 5,Type-C,67,No
8765,OnePlus,OnePlus 11,6.08,19745,2017,Android,5345,6,64,108,8,60,171,7.6,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,120,No
8766,Samsung,Galaxy S21,6.51,109716,2018,Android,3096,8,128,12,16,120,210,8.1,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,67,No
8767,Vivo,Vivo X80,7.15,53906,2021,Android,3932,8,256,64,32,144,199,8.7,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,18,No
8768,Vivo,Vivo V27,5.76,28524,2025,Android,5160,8,64,48,16,90,232,8.6,Plastic,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 5,Type-C,67,No
8769,Motorola,Moto G84,7.13,24232,2021,Android,3116,4,128,64,16,60,220,8.0,Glass,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 6,Type-C,18,No
8770,Realme,Realme GT Neo 3,6.34,35016,2025,Android,5509,6,256,48,32,120,175,7.6,Metal,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,67,Yes
8771,Nokia,Nokia G22,6.16,24587,2019,Android,5661,6,256,48,8,144,179,7.8,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,67,Yes
8772,Nokia,Nokia G22,5.09,52702,2025,Android,4487,6,128,12,16,60,228,9.4,Glass,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,67,Yes
8773,Samsung,Galaxy Note 20,6.12,39081,2020,Android,3201,8,64,12,16,144,217,8.4,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,33,No
8774,Motorola,Moto G84,5.1,41173,2015,Android,3740,12,64,12,8,90,199,7.8,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 5,Type-C,33,No
8775,Motorola,Moto Edge 50,7.08,24218,2022,Android,5565,4,128,64,16,144,182,7.1,Metal,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 6,Type-C,18,Yes
8776,Nokia,Nokia X30,6.4,54753,2021,Android,3616,8,256,48,32,120,198,6.6,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,67,No
8777,Realme,Narzo 50,6.77,16697,2018,Android,5151,12,256,64,16,144,199,6.6,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,18,No
8778,Oppo,Oppo Reno 8,5.53,27720,2021,Android,5756,8,256,12,8,60,153,8.3,Plastic,Dimensity 9000,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,33,Yes
8779,Motorola,Moto Edge 40,5.23,8414,2020,Android,5167,12,512,108,16,60,183,6.6,Plastic,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,33,Yes
8780,Samsung,Galaxy S22,5.38,22037,2016,Android,4566,6,128,64,16,60,202,6.7,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,33,Yes
8781,Apple,iPhone 12,6.57,94196,2016,iOS,3071,6,128,64,32,120,173,8.0,Plastic,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,120,No
8782,Samsung,Galaxy A15,6.22,45666,2019,Android,4681,8,256,108,8,60,197,7.7,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,120,No
8783,Google,Pixel 7,5.79,10087,2020,Android,4149,8,128,64,16,90,199,7.6,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,18,No
8784,Realme,Narzo 60x,5.6,46071,2015,Android,5462,8,256,108,8,144,166,9.3,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 5,Type-C,120,Yes
8785,Samsung,Galaxy A15,7.02,114602,2020,Android,5134,6,256,108,8,120,191,8.2,Metal,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,120,No
8786,Apple,iPhone 14,6.23,114494,2024,iOS,5494,4,128,12,8,144,198,8.6,Glass,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,18,No
8787,Motorola,Moto G84,5.77,43018,2021,Android,5960,4,256,108,8,60,195,6.8,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.0,WiFi 6,Type-C,18,Yes
8788,OnePlus,Nord CE 3,5.5,25473,2019,Android,4148,4,64,108,8,120,214,9.3,Glass,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,67,Yes
8789,Realme,Realme 11 Pro,5.36,51977,2024,Android,4693,12,128,12,8,144,179,6.8,Metal,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 5,Type-C,33,No
8790,Apple,iPhone 11,6.44,111565,2020,iOS,5675,8,512,48,32,144,238,6.9,Metal,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,67,No
8791,Motorola,Moto G73,5.54,29069,2023,Android,5667,8,256,48,16,144,207,9.5,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,Yes
8792,Xiaomi,Redmi Note 13,5.81,54362,2021,Android,5253,6,64,108,16,60,217,6.7,Metal,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 6,Type-C,120,No
8793,Google,Pixel 8,5.09,40498,2017,Android,3171,8,128,12,8,60,230,7.6,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 5,Type-C,18,No
8794,Apple,iPhone 14,5.17,97804,2016,iOS,4510,4,256,12,16,120,204,7.7,Plastic,Apple A16,Apple GPU,No,4G,5.0,WiFi 6,Type-C,33,No
8795,Apple,iPhone 13,5.65,67353,2017,iOS,5944,8,128,64,32,90,226,8.5,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.1,WiFi 5,Type-C,18,No
8796,OnePlus,Nord CE 3,5.92,31229,2016,Android,3977,6,64,12,16,90,218,8.9,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 5,Type-C,120,Yes
8797,Nokia,Nokia G22,7.0,38298,2022,Android,4476,4,128,48,16,144,186,7.0,Plastic,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,67,No
8798,Nokia,Nokia X30,5.52,6427,2020,Android,5944,8,128,64,8,90,234,7.1,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,120,Yes
8799,Motorola,Moto Edge 40,5.7,58479,2021,Android,3219,8,64,64,16,144,204,7.8,Metal,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,33,Yes
8800,Xiaomi,Redmi Note 13,5.3,47421,2016,Android,3787,4,256,108,8,60,221,6.6,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,33,No
8801,OnePlus,OnePlus 10,6.63,40215,2018,Android,4872,8,64,48,8,60,166,7.1,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 5,Type-C,120,Yes
8802,Apple,iPhone 11,6.71,148151,2020,iOS,4616,8,64,108,8,60,211,8.1,Glass,Apple A16,Mali-G710,No,5G,5.1,WiFi 6,Type-C,18,Yes
8803,OnePlus,OnePlus 10,5.58,56185,2016,Android,3472,8,128,12,8,90,168,8.4,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 6,Type-C,120,No
8804,Oppo,Oppo F21,7.02,15609,2015,Android,4954,12,256,48,16,120,222,9.0,Metal,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 5,Type-C,120,No
8805,Samsung,Galaxy S21,5.19,65727,2016,Android,5690,4,128,12,16,120,231,7.4,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,120,Yes
8806,Vivo,Vivo Y75,6.01,51614,2018,Android,4840,12,64,48,32,144,200,9.2,Glass,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,120,No
8807,Xiaomi,Redmi Note 13,5.21,9387,2015,Android,4943,4,256,64,8,120,195,7.3,Metal,Apple A16,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,Yes
8808,Nokia,Nokia G22,7.08,47491,2018,Android,3011,6,128,12,32,90,150,8.9,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,67,Yes
8809,Google,Pixel 6,6.16,44701,2020,Android,3560,8,256,108,16,120,240,9.3,Glass,Apple A16,Adreno 740,No,5G,5.0,WiFi 5,Type-C,120,Yes
8810,Realme,Narzo 50,5.2,12829,2024,Android,4760,6,512,12,8,144,184,9.0,Glass,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,120,No
8811,Xiaomi,Mi 12,6.5,7171,2015,Android,5329,8,128,64,32,90,160,8.0,Glass,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 5,Type-C,18,Yes
8812,Motorola,Moto Edge 40,7.18,42115,2016,Android,3698,8,64,48,16,144,235,8.1,Glass,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,18,Yes
8813,Apple,iPhone 12,6.71,78827,2016,iOS,4483,8,64,12,16,90,232,6.6,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,120,No
8814,Apple,iPhone 11,5.04,90026,2024,iOS,3967,8,512,108,8,144,174,7.5,Metal,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,18,Yes
8815,Vivo,Vivo V27,5.05,34917,2025,Android,4141,4,128,64,16,144,236,8.6,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,33,No
8816,Samsung,Galaxy S22,6.21,116094,2022,Android,5748,12,64,12,8,90,221,9.2,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,Yes
8817,Vivo,Vivo V25,7.11,21300,2025,Android,5593,8,64,108,32,144,158,8.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,67,No
8818,Nokia,Nokia X30,5.72,47694,2018,Android,5549,8,256,64,8,144,195,7.3,Plastic,Apple A16,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,33,No
8819,Samsung,Galaxy S21,6.05,26638,2023,Android,5789,4,512,12,32,90,151,6.6,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 5,Type-C,18,Yes
8820,Oppo,Oppo Reno 9,7.07,47272,2023,Android,5252,6,512,12,8,60,238,6.7,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,67,Yes
8821,Google,Pixel 8,5.64,16304,2022,Android,5115,4,64,48,8,144,175,7.7,Glass,Dimensity 9000,Mali-G710,No,5G,5.0,WiFi 5,Type-C,67,Yes
8822,Vivo,Vivo X80,5.12,26970,2016,Android,5561,6,128,64,32,90,222,6.7,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,Yes
8823,Xiaomi,Redmi Note 11,5.85,14952,2015,Android,3415,8,128,64,32,144,175,7.3,Plastic,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 5,Type-C,67,Yes
8824,Realme,Narzo 60x,5.79,7071,2023,Android,3408,12,128,64,32,120,187,9.4,Plastic,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
8825,Realme,Narzo 50,5.59,53211,2016,Android,5812,12,256,108,8,120,229,6.7,Glass,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,18,No
8826,Samsung,Galaxy S22,7.07,105987,2019,Android,5346,6,64,12,8,144,152,8.5,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 6,Type-C,33,Yes
8827,OnePlus,Nord CE 2,6.33,5639,2018,Android,4059,6,512,64,16,120,161,7.4,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,67,Yes
8828,Nokia,Nokia G21,5.65,35743,2023,Android,4294,6,64,108,16,120,213,8.7,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,33,No
8829,OnePlus,OnePlus 10,6.41,35299,2018,Android,3577,8,64,64,16,120,208,7.0,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,18,No
8830,Vivo,Vivo X80,5.5,27519,2015,Android,3157,12,128,108,32,60,178,6.5,Metal,Apple A16,Mali-G710,Yes,5G,5.1,WiFi 6E,Type-C,67,Yes
8831,Google,Pixel 7,7.04,45094,2015,Android,4035,8,512,12,16,144,227,7.4,Glass,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6,Type-C,67,Yes
8832,Nokia,Nokia G22,5.69,6755,2021,Android,3388,12,256,64,8,144,155,6.5,Glass,Apple A16,Mali-G710,No,4G,5.0,WiFi 6E,Type-C,33,Yes
8833,Vivo,Vivo V27,5.22,32705,2018,Android,5768,6,256,64,8,120,191,7.8,Glass,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 6,Type-C,18,Yes
8834,Motorola,Moto G73,5.05,53347,2024,Android,4759,8,512,108,16,120,153,6.9,Plastic,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6,Type-C,67,No
8835,Xiaomi,Redmi Note 11,6.09,31613,2025,Android,5066,8,256,64,8,144,185,8.8,Plastic,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,67,No
8836,Google,Pixel 8,5.36,49358,2022,Android,3963,4,128,108,16,120,174,8.0,Glass,Apple A16,Mali-G710,No,5G,5.1,WiFi 6,Type-C,18,No
8837,Motorola,Moto G84,6.98,25377,2016,Android,4874,8,256,12,8,120,182,7.8,Metal,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,18,No
8838,OnePlus,Nord CE 3,6.3,42705,2016,Android,3906,12,256,48,16,120,221,7.7,Plastic,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,67,Yes
8839,Xiaomi,Redmi Note 11,6.4,17690,2015,Android,4455,12,128,12,8,90,227,6.5,Glass,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6,Type-C,120,No
8840,OnePlus,Nord CE 3,5.04,19547,2019,Android,5427,12,512,48,8,144,228,8.6,Glass,Apple A16,Mali-G710,No,5G,5.1,WiFi 6,Type-C,33,No
8841,Nokia,Nokia X30,5.15,23175,2022,Android,3571,12,512,64,8,90,221,8.5,Glass,Apple A16,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,120,No
8842,Xiaomi,Redmi Note 11,6.64,41649,2017,Android,4041,12,128,64,8,120,227,8.3,Metal,Apple A16,Mali-G710,No,5G,5.0,WiFi 5,Type-C,18,No
8843,Samsung,Galaxy A15,5.83,59618,2024,Android,5973,4,512,108,32,60,150,8.6,Metal,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,18,No
8844,Oppo,Oppo F21,5.49,42818,2019,Android,5958,4,128,108,8,144,168,6.8,Glass,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,33,No
8845,Xiaomi,Mi 12,5.24,6348,2017,Android,5502,6,512,64,16,144,192,7.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,18,No
8846,Vivo,Vivo Y75,5.36,9329,2025,Android,5048,4,64,48,16,144,181,9.2,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,120,Yes
8847,OnePlus,Nord CE 3,6.51,39113,2016,Android,5194,6,64,12,8,60,197,8.4,Glass,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,120,Yes
8848,Motorola,Moto Edge 40,6.62,32611,2020,Android,3881,4,512,108,8,60,239,8.4,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,67,Yes
8849,Google,Pixel 6,6.26,26790,2025,Android,3238,8,512,108,32,90,230,7.7,Plastic,Apple A16,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,67,Yes
8850,Vivo,Vivo Y75,5.79,5852,2019,Android,4301,6,512,108,8,144,207,9.5,Metal,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 6E,Type-C,120,No
8851,Samsung,Galaxy S21,6.63,113421,2022,Android,5844,12,64,108,8,144,153,7.2,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,33,No
8852,Google,Pixel 7,5.69,24028,2024,Android,3768,6,128,64,32,144,239,8.6,Plastic,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,33,No
8853,Motorola,Moto Edge 40,6.28,54620,2015,Android,4252,6,128,108,32,120,174,8.2,Glass,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,67,No
8854,Nokia,Nokia G21,5.48,22604,2022,Android,3873,8,64,108,16,144,187,7.2,Glass,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,67,No
8855,Oppo,Oppo F21,5.7,34205,2022,Android,5474,8,64,48,8,90,168,8.5,Plastic,Apple A16,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,Yes
8856,OnePlus,OnePlus 11,7.16,39763,2023,Android,4677,12,128,12,8,60,200,6.7,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,18,No
8857,Motorola,Moto Edge 40,5.4,5620,2016,Android,5160,6,64,48,16,120,198,6.9,Metal,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,Yes
8858,OnePlus,Nord CE 3,6.45,33544,2023,Android,4770,4,128,64,16,90,230,9.5,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,120,No
8859,Oppo,Oppo Reno 9,7.11,17196,2018,Android,3300,6,512,48,32,120,220,9.4,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,18,No
8860,Samsung,Galaxy S23,7.16,66078,2020,Android,5319,8,64,64,32,120,181,8.8,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,18,No
8861,Vivo,Vivo V27,5.62,38717,2018,Android,4785,4,64,108,32,120,176,7.6,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,18,No
8862,Nokia,Nokia G21,6.8,17161,2019,Android,5807,4,512,64,16,120,177,8.2,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.1,WiFi 6E,Type-C,33,Yes
8863,OnePlus,OnePlus 9,6.33,27567,2019,Android,5778,6,256,64,32,60,229,7.1,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,120,No
8864,Google,Pixel 7,5.17,5281,2022,Android,5620,12,512,108,16,120,204,8.8,Glass,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 5,Type-C,67,No
8865,Apple,iPhone 12,6.05,76278,2023,iOS,5342,8,512,108,8,120,173,6.9,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,120,No
8866,Motorola,Moto Edge 40,5.32,21548,2025,Android,5760,6,512,48,16,90,229,7.4,Metal,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,120,Yes
8867,Google,Pixel 6,6.54,49576,2017,Android,5470,4,64,48,8,60,154,8.9,Metal,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,67,Yes
8868,Oppo,Oppo Find X5,6.56,46815,2015,Android,3615,4,64,64,16,120,240,7.9,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,67,Yes
8869,Apple,iPhone 15,5.8,75764,2021,iOS,5886,6,64,12,16,144,215,7.6,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6E,Type-C,33,Yes
8870,Oppo,Oppo Find X5,6.43,54968,2016,Android,3975,8,256,108,8,144,231,7.3,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 5,Type-C,33,Yes
8871,Oppo,Oppo F21,6.05,37518,2016,Android,5144,4,128,48,32,144,187,7.3,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 5,Type-C,33,No
8872,Motorola,Moto G84,6.02,28897,2015,Android,4763,12,512,12,32,90,183,7.5,Glass,Apple A16,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,120,No
8873,Realme,Realme 11 Pro,6.68,47131,2015,Android,3633,6,64,12,8,60,217,9.4,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6,Type-C,120,Yes
8874,Vivo,Vivo V25,6.39,28415,2022,Android,4873,4,512,48,32,120,157,9.3,Plastic,Apple A16,Adreno 740,No,4G,5.2,WiFi 6,Type-C,18,Yes
8875,Motorola,Moto Edge 50,5.96,14618,2020,Android,5948,8,512,64,8,90,190,7.6,Metal,Apple A16,Apple GPU,No,5G,5.1,WiFi 6,Type-C,120,Yes
8876,Xiaomi,Redmi Note 13,6.41,15079,2025,Android,3941,6,256,12,32,144,158,8.2,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,67,No
8877,Motorola,Moto Edge 40,5.35,12768,2025,Android,5230,4,256,64,8,144,205,9.1,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 5,Type-C,67,Yes
8878,Apple,iPhone 15,6.24,65463,2017,iOS,5822,8,256,48,32,60,216,6.6,Glass,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 6,Type-C,67,Yes
8879,Oppo,Oppo Reno 8,5.19,27469,2017,Android,4383,4,128,108,16,60,223,7.3,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
8880,OnePlus,OnePlus 10,5.39,16689,2023,Android,3385,12,128,64,16,120,154,8.6,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 6E,Type-C,120,Yes
8881,Samsung,Galaxy S23,6.22,26652,2016,Android,3082,6,512,12,16,60,163,7.7,Glass,Apple A16,Apple GPU,No,4G,5.1,WiFi 6,Type-C,120,No
8882,Vivo,Vivo Y75,7.08,12599,2025,Android,4490,12,256,12,32,60,184,9.2,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,67,No
8883,Apple,iPhone 14,5.22,113950,2023,iOS,3683,4,64,64,16,120,206,9.5,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
8884,Nokia,Nokia G21,7.07,52611,2022,Android,5255,12,128,48,8,90,162,6.5,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,18,Yes
8885,Realme,Realme GT Neo 3,5.55,53457,2016,Android,4229,8,512,64,32,90,230,9.3,Metal,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 5,Type-C,33,No
8886,Apple,iPhone 13,5.83,146233,2016,iOS,5009,12,64,64,16,120,160,7.5,Metal,Apple A16,Apple GPU,No,5G,5.2,WiFi 5,Type-C,33,No
8887,Vivo,Vivo X80,5.82,52505,2015,Android,3786,6,64,64,32,90,171,8.5,Plastic,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,67,No
8888,OnePlus,OnePlus 10,6.94,48689,2021,Android,4044,12,64,108,16,144,215,6.7,Glass,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,67,No
